age,job,marital,education,month,duration
34,blue-collar,married,basic.9y,may,116
34,blue-collar,married,basic.9y,may,178
44,management,single,high.school,may,504
30,technician,single,professional.course,may,144
30,technician,single,university.degree,may,177
28,blue-collar,married,high.school,may,21
30,services,single,high.school,may,700
35,admin.,divorced,high.school,may,163
28,services,single,high.school,may,91
42,technician,married,university.degree,may,78
21,blue-collar,single,basic.9y,may,239
32,admin.,married,high.school,may,169
32,admin.,married,high.school,may,87
41,admin.,married,university.degree,may,121
21,blue-collar,single,basic.9y,may,37
33,unemployed,married,basic.4y,may,1008
48,services,married,high.school,may,113
40,admin.,single,high.school,may,24
40,admin.,single,high.school,may,213
41,blue-collar,divorced,basic.9y,may,380
30,admin.,single,high.school,may,153
30,admin.,single,high.school,may,192
28,technician,single,professional.course,may,66
30,admin.,single,high.school,may,57
39,technician,married,professional.course,may,525
26,student,single,high.school,may,123
41,unemployed,married,professional.course,may,276
56,retired,married,high.school,may,317
41,blue-collar,married,basic.9y,may,105
38,blue-collar,married,basic.4y,may,178
39,technician,single,university.degree,may,612
34,blue-collar,married,basic.6y,may,316
38,admin.,single,university.degree,may,103
34,admin.,married,university.degree,may,73
37,admin.,divorced,university.degree,may,230
37,admin.,divorced,university.degree,may,442
43,technician,married,professional.course,may,618
24,student,single,high.school,may,504
58,management,married,university.degree,may,182
55,services,married,high.school,may,336
58,management,married,university.degree,may,248
58,management,married,university.degree,may,504
53,management,divorced,professional.course,may,82
38,admin.,single,university.degree,may,182
38,technician,married,university.degree,may,78
32,management,single,university.degree,may,61
41,technician,single,high.school,may,222
31,blue-collar,single,basic.9y,may,1010
41,management,married,high.school,may,180
50,housemaid,married,basic.9y,may,207
57,retired,divorced,university.degree,may,46
25,student,single,high.school,may,432
56,technician,single,professional.course,may,517
37,self-employed,single,basic.4y,may,180
43,blue-collar,married,basic.4y,may,465
36,blue-collar,married,basic.9y,may,98
46,admin.,single,university.degree,may,801
33,blue-collar,single,high.school,may,599
25,student,single,high.school,may,15
26,services,single,basic.9y,may,18
46,admin.,married,high.school,may,196
34,self-employed,single,university.degree,may,309
35,housemaid,married,university.degree,may,61
37,admin.,single,university.degree,may,194
37,services,married,professional.course,may,336
40,admin.,single,high.school,may,104
46,blue-collar,married,basic.9y,may,98
47,services,single,high.school,may,236
50,admin.,married,high.school,may,146
27,services,single,high.school,may,665
32,blue-collar,divorced,basic.4y,may,827
40,entrepreneur,married,university.degree,may,181
45,admin.,divorced,university.degree,may,197
39,admin.,single,university.degree,may,9
42,services,single,high.school,may,36
29,admin.,married,university.degree,may,87
25,admin.,single,high.school,may,16
46,admin.,single,university.degree,may,8
46,admin.,single,university.degree,may,11
27,admin.,divorced,high.school,may,166
33,technician,single,high.school,may,630
35,blue-collar,single,high.school,may,33
36,blue-collar,married,basic.9y,may,227
43,blue-collar,single,professional.course,may,375
33,technician,married,professional.course,may,241
41,blue-collar,married,basic.9y,may,190
35,technician,single,professional.course,may,213
25,student,single,high.school,may,412
39,self-employed,married,high.school,may,31
48,services,married,high.school,may,173
34,admin.,married,university.degree,may,74
48,blue-collar,married,basic.4y,may,92
45,services,married,high.school,may,166
53,management,married,university.degree,may,368
36,blue-collar,married,basic.4y,may,1027
43,blue-collar,married,basic.4y,may,221
26,student,single,high.school,may,113
31,technician,married,professional.course,may,577
36,student,single,unknown,may,567
58,management,married,university.degree,may,12
38,technician,single,professional.course,may,428
29,admin.,married,high.school,may,767
34,blue-collar,married,basic.9y,may,142
29,technician,single,university.degree,may,68
24,blue-collar,single,basic.9y,may,61
52,blue-collar,married,basic.9y,may,695
34,blue-collar,married,basic.9y,may,239
36,admin.,married,high.school,may,1434
37,self-employed,single,basic.4y,may,297
38,technician,single,professional.course,may,202
44,unemployed,married,basic.9y,may,194
36,services,single,high.school,may,566
48,services,married,unknown,may,486
41,admin.,single,high.school,may,207
42,technician,single,university.degree,may,179
33,entrepreneur,single,university.degree,may,637
38,technician,single,basic.9y,may,572
28,services,divorced,high.school,may,217
33,technician,single,professional.course,may,13
29,admin.,married,high.school,may,112
49,technician,married,high.school,may,222
41,admin.,single,high.school,may,466
47,services,married,high.school,may,109
38,admin.,single,high.school,may,22
22,technician,single,basic.9y,may,267
52,admin.,divorced,high.school,may,54
32,services,married,high.school,may,536
33,admin.,married,university.degree,may,895
49,retired,married,high.school,may,83
57,services,married,high.school,may,11
38,admin.,married,high.school,may,22
31,services,married,high.school,may,32
41,admin.,single,high.school,may,54
33,technician,married,professional.course,may,6
26,admin.,single,university.degree,may,410
47,admin.,single,university.degree,may,53
36,admin.,married,high.school,may,4
25,technician,single,professional.course,may,30
41,admin.,divorced,high.school,may,23
29,admin.,married,high.school,may,27
51,technician,married,high.school,may,170
33,technician,married,professional.course,may,453
23,admin.,single,high.school,may,16
33,admin.,single,university.degree,may,324
30,technician,single,university.degree,may,663
41,admin.,single,high.school,may,36
37,admin.,married,high.school,may,14
24,technician,married,professional.course,may,342
26,student,single,high.school,may,291
43,blue-collar,married,basic.4y,may,128
37,blue-collar,married,basic.9y,may,22
25,blue-collar,single,basic.9y,may,10
33,admin.,married,university.degree,may,82
29,admin.,single,university.degree,may,146
33,entrepreneur,single,university.degree,may,9
24,management,single,university.degree,may,64
25,student,single,high.school,may,18
38,technician,single,basic.9y,may,29
23,services,married,basic.9y,may,20
33,admin.,single,university.degree,may,26
27,unemployed,married,high.school,may,11
29,technician,single,university.degree,may,50
30,admin.,single,university.degree,may,22
33,technician,single,professional.course,may,687
47,entrepreneur,married,professional.course,may,44
33,technician,married,professional.course,may,638
56,technician,single,professional.course,may,80
36,admin.,single,university.degree,may,12
56,blue-collar,married,basic.4y,may,197
31,blue-collar,single,high.school,may,126
35,admin.,single,university.degree,may,424
28,admin.,single,university.degree,may,28
37,admin.,divorced,university.degree,may,121
33,admin.,single,university.degree,may,305
41,management,married,high.school,may,236
32,admin.,married,university.degree,may,232
52,admin.,divorced,high.school,may,80
55,admin.,divorced,unknown,may,178
46,admin.,single,university.degree,may,11
47,services,divorced,high.school,may,953
44,blue-collar,single,basic.9y,may,267
41,unemployed,married,professional.course,may,34
46,technician,divorced,professional.course,may,214
58,management,divorced,university.degree,may,56
30,services,married,university.degree,may,109
37,management,divorced,university.degree,may,1173
31,technician,married,university.degree,may,45
26,entrepreneur,single,high.school,may,226
32,admin.,married,high.school,may,171
57,admin.,single,high.school,may,102
43,admin.,divorced,high.school,may,150
58,admin.,married,university.degree,may,1359
43,blue-collar,married,unknown,may,715
41,technician,single,high.school,may,263
25,unemployed,married,university.degree,may,32
55,admin.,married,university.degree,may,8
53,blue-collar,married,professional.course,may,28
46,services,single,professional.course,may,390
32,services,married,high.school,may,642
32,blue-collar,married,basic.9y,may,1880
52,admin.,divorced,basic.9y,may,639
40,technician,single,professional.course,may,317
44,technician,married,professional.course,may,135
43,entrepreneur,married,professional.course,may,114
38,services,married,high.school,may,324
81,retired,divorced,unknown,may,176
45,admin.,single,university.degree,may,582
35,technician,divorced,professional.course,may,394
35,technician,divorced,professional.course,may,169
26,technician,single,university.degree,may,199
35,technician,divorced,professional.course,may,354
35,admin.,married,high.school,may,121
48,entrepreneur,married,university.degree,may,796
34,admin.,married,university.degree,may,190
45,admin.,married,unknown,may,78
45,admin.,married,unknown,may,271
39,technician,single,university.degree,may,150
39,technician,single,university.degree,may,119
40,management,married,high.school,may,230
40,management,married,high.school,may,94
71,housemaid,married,unknown,may,122
36,admin.,married,professional.course,may,89
23,student,single,basic.9y,may,563
27,admin.,single,university.degree,may,86
27,admin.,single,university.degree,may,120
27,admin.,single,university.degree,may,680
58,retired,married,basic.9y,may,235
19,student,single,basic.9y,may,491
83,retired,married,basic.9y,may,74
30,admin.,married,university.degree,may,158
27,admin.,single,university.degree,may,431
49,admin.,married,university.degree,may,168
49,admin.,married,university.degree,may,152
66,housemaid,married,high.school,may,210
27,admin.,single,university.degree,may,81
37,technician,married,university.degree,may,239
57,admin.,married,basic.6y,may,100
57,admin.,married,basic.6y,may,259
32,technician,single,university.degree,may,44
40,technician,single,professional.course,may,320
40,technician,single,professional.course,may,807
55,admin.,married,university.degree,may,190
46,unknown,single,unknown,may,136
18,student,single,high.school,may,271
18,student,single,high.school,may,251
48,entrepreneur,married,university.degree,may,316
57,admin.,married,university.degree,may,554
62,technician,married,professional.course,may,181
29,admin.,unknown,university.degree,may,264
43,technician,married,high.school,may,81
75,retired,divorced,basic.4y,may,83
46,technician,married,university.degree,may,566
43,technician,married,high.school,may,223
38,admin.,married,university.degree,may,80
26,student,single,professional.course,may,182
28,technician,single,professional.course,may,198
31,services,single,high.school,may,293
28,admin.,single,university.degree,may,50
27,admin.,married,high.school,may,137
52,unemployed,single,basic.4y,may,169
40,management,married,high.school,may,253
35,technician,married,university.degree,may,231
49,admin.,married,university.degree,may,105
45,blue-collar,married,professional.course,may,157
30,admin.,married,university.degree,may,449
59,technician,married,professional.course,may,43
59,self-employed,single,university.degree,may,249
37,admin.,married,university.degree,may,685
37,housemaid,single,university.degree,may,288
26,admin.,single,university.degree,may,23
34,admin.,single,university.degree,may,46
48,services,married,high.school,may,97
46,admin.,single,high.school,may,65
50,admin.,divorced,university.degree,may,644
27,admin.,married,university.degree,may,86
34,admin.,married,university.degree,may,304
34,admin.,married,university.degree,may,186
34,admin.,married,university.degree,may,582
26,admin.,single,university.degree,may,365
44,technician,married,basic.9y,may,354
32,admin.,married,university.degree,may,112
36,technician,married,university.degree,may,101
24,admin.,single,university.degree,may,174
36,self-employed,married,university.degree,may,128
44,services,married,high.school,may,283
53,technician,married,professional.course,may,421
36,admin.,married,high.school,may,119
33,blue-collar,married,basic.9y,may,70
58,housemaid,married,basic.4y,may,91
33,unemployed,married,high.school,may,109
44,blue-collar,single,professional.course,may,64
44,blue-collar,single,professional.course,may,104
54,management,married,university.degree,may,397
36,admin.,single,university.degree,may,327
56,retired,married,high.school,may,106
29,admin.,married,university.degree,may,90
55,unemployed,married,basic.9y,may,296
27,admin.,single,university.degree,may,179
52,entrepreneur,married,basic.6y,may,69
62,retired,single,university.degree,may,112
42,entrepreneur,married,university.degree,may,265
37,blue-collar,single,professional.course,may,54
46,admin.,single,university.degree,may,344
56,admin.,divorced,university.degree,may,867
46,admin.,single,university.degree,may,70
46,admin.,single,university.degree,may,269
46,admin.,single,university.degree,may,195
46,admin.,single,university.degree,may,92
56,retired,married,high.school,may,613
34,admin.,married,university.degree,may,915
54,admin.,single,university.degree,may,485
54,admin.,single,university.degree,may,337
34,admin.,married,university.degree,may,185
43,blue-collar,married,basic.9y,may,487
26,student,single,basic.9y,may,200
32,admin.,single,university.degree,may,157
25,admin.,married,university.degree,may,612
27,admin.,single,university.degree,may,160
26,unknown,single,basic.9y,may,64
32,admin.,divorced,high.school,may,111
37,technician,married,university.degree,may,288
36,admin.,married,university.degree,may,305
36,admin.,married,university.degree,may,77
58,housemaid,married,basic.4y,may,144
36,self-employed,married,university.degree,may,159
33,unemployed,married,high.school,may,74
26,student,single,university.degree,may,115
36,admin.,married,university.degree,may,1064
50,admin.,divorced,university.degree,may,213
36,self-employed,married,university.degree,may,176
36,self-employed,married,university.degree,may,54
46,unemployed,married,basic.9y,may,205
34,admin.,married,university.degree,may,180
61,retired,married,basic.9y,may,324
34,admin.,married,university.degree,may,159
60,admin.,married,high.school,may,87
35,admin.,married,high.school,may,226
29,admin.,married,university.degree,may,93
34,technician,single,professional.course,may,217
35,admin.,married,university.degree,may,109
43,technician,divorced,professional.course,may,143
42,technician,married,professional.course,may,377
30,admin.,single,high.school,may,158
27,management,single,university.degree,may,115
31,services,single,university.degree,may,262
78,retired,married,high.school,may,754
55,self-employed,married,university.degree,may,123
42,technician,married,professional.course,may,85
32,admin.,married,university.degree,may,166
41,admin.,married,high.school,may,217
46,admin.,married,university.degree,may,243
54,blue-collar,married,basic.4y,may,352
47,admin.,divorced,high.school,may,142
28,self-employed,single,university.degree,may,315
29,technician,single,university.degree,may,170
28,technician,single,high.school,may,100
36,self-employed,married,university.degree,may,414
34,technician,single,professional.course,may,601
38,management,married,university.degree,may,111
33,admin.,married,university.degree,may,164
44,blue-collar,married,professional.course,may,133
29,self-employed,married,university.degree,may,105
52,services,married,high.school,may,108
29,admin.,single,university.degree,may,527
26,admin.,single,university.degree,may,135
29,self-employed,married,university.degree,may,107
31,blue-collar,single,professional.course,may,314
36,admin.,married,university.degree,may,65
59,self-employed,married,university.degree,may,61
31,management,married,high.school,may,78
49,blue-collar,married,basic.9y,may,135
60,retired,married,university.degree,may,133
32,admin.,married,university.degree,may,293
65,retired,married,unknown,may,318
30,housemaid,married,high.school,may,84
31,admin.,married,university.degree,may,309
34,admin.,married,university.degree,may,111
38,blue-collar,married,basic.9y,may,119
31,admin.,married,university.degree,may,1078
35,admin.,married,high.school,may,159
58,management,married,university.degree,may,640
39,admin.,married,high.school,may,109
33,blue-collar,married,basic.9y,may,482
39,admin.,married,high.school,may,217
39,admin.,married,high.school,may,71
27,student,single,high.school,may,91
36,admin.,single,university.degree,may,260
40,student,single,high.school,may,333
55,retired,married,high.school,may,228
55,retired,married,high.school,may,256
51,retired,married,high.school,may,302
61,unknown,single,basic.4y,may,131
61,unknown,single,basic.4y,may,154
25,admin.,single,university.degree,may,500
35,admin.,married,high.school,may,172
61,unknown,single,basic.4y,may,574
55,housemaid,married,professional.course,may,137
29,admin.,single,university.degree,may,244
27,admin.,single,university.degree,may,134
29,self-employed,married,university.degree,may,376
31,technician,single,university.degree,may,911
24,technician,single,professional.course,may,240
35,admin.,married,high.school,may,122
45,admin.,divorced,university.degree,may,167
45,admin.,divorced,university.degree,may,351
33,admin.,married,university.degree,may,165
28,technician,single,university.degree,may,326
28,unemployed,single,high.school,may,58
55,entrepreneur,married,professional.course,may,56
31,technician,single,university.degree,may,145
31,admin.,married,high.school,may,208
29,self-employed,married,university.degree,may,94
35,management,single,university.degree,may,68
34,admin.,single,university.degree,may,171
53,technician,married,professional.course,may,103
28,blue-collar,married,basic.9y,may,3509
54,admin.,divorced,professional.course,may,81
59,retired,married,basic.4y,may,128
22,student,single,high.school,may,304
36,admin.,married,professional.course,may,55
33,admin.,divorced,university.degree,may,140
36,services,married,high.school,may,83
37,entrepreneur,single,basic.9y,may,222
36,services,married,high.school,may,145
36,admin.,married,high.school,may,1346
28,admin.,single,university.degree,may,118
42,admin.,married,university.degree,may,85
42,admin.,married,university.degree,may,251
31,technician,single,university.degree,may,69
22,student,single,high.school,may,245
33,admin.,single,high.school,may,135
29,admin.,single,university.degree,may,88
33,admin.,single,university.degree,may,125
25,admin.,single,university.degree,may,228
22,student,single,high.school,may,131
28,blue-collar,married,basic.9y,may,390
42,services,married,high.school,may,132
28,admin.,single,university.degree,may,187
27,services,married,university.degree,may,139
27,services,married,university.degree,may,109
36,services,married,high.school,may,161
27,services,married,university.degree,may,445
36,admin.,married,basic.9y,may,100
27,services,married,university.degree,may,223
49,management,single,university.degree,may,141
39,blue-collar,married,basic.9y,may,149
32,technician,married,professional.course,may,579
39,blue-collar,married,basic.9y,may,136
39,blue-collar,married,basic.9y,may,323
34,technician,single,university.degree,may,197
34,services,married,high.school,may,222
34,housemaid,married,university.degree,may,58
48,blue-collar,married,high.school,may,407
48,blue-collar,married,high.school,may,252
25,admin.,single,university.degree,may,80
29,management,single,university.degree,may,112
33,technician,married,university.degree,may,87
25,admin.,single,university.degree,may,427
31,admin.,married,university.degree,may,176
21,student,single,high.school,may,226
28,services,married,basic.9y,may,396
22,technician,single,unknown,may,192
42,services,married,high.school,may,103
25,technician,single,professional.course,may,260
26,blue-collar,single,university.degree,may,139
52,services,married,high.school,may,108
51,admin.,divorced,university.degree,may,91
51,admin.,divorced,university.degree,may,41
37,technician,single,professional.course,may,89
25,admin.,single,university.degree,may,82
49,admin.,single,university.degree,may,132
49,admin.,single,university.degree,may,147
49,admin.,single,university.degree,may,362
29,admin.,married,university.degree,may,212
38,technician,married,university.degree,may,118
39,admin.,married,high.school,may,264
59,self-employed,married,university.degree,may,94
23,student,single,basic.6y,may,258
59,self-employed,married,university.degree,may,137
26,student,single,unknown,may,189
30,admin.,single,high.school,may,245
41,blue-collar,married,basic.9y,may,253
27,services,married,university.degree,may,752
29,technician,single,high.school,may,185
32,admin.,single,university.degree,may,129
47,retired,divorced,university.degree,may,175
27,admin.,single,university.degree,may,480
32,admin.,single,university.degree,may,532
30,technician,single,professional.course,may,229
25,admin.,single,university.degree,may,163
34,services,married,high.school,may,71
54,admin.,divorced,university.degree,may,161
42,technician,married,professional.course,may,82
30,admin.,married,university.degree,may,121
31,admin.,single,high.school,may,439
54,unemployed,married,basic.9y,may,193
34,admin.,married,university.degree,may,242
30,technician,married,professional.course,may,188
47,management,married,high.school,may,282
39,admin.,single,high.school,may,130
25,student,single,professional.course,may,483
31,blue-collar,married,basic.4y,may,116
54,unemployed,married,basic.9y,may,108
31,blue-collar,married,basic.4y,may,81
31,blue-collar,married,basic.4y,may,128
30,management,married,university.degree,may,283
50,admin.,divorced,university.degree,may,155
35,admin.,single,university.degree,may,138
26,services,single,high.school,may,119
34,admin.,married,university.degree,may,93
52,admin.,married,university.degree,may,159
37,blue-collar,married,basic.9y,may,133
56,technician,married,basic.4y,may,776
24,admin.,single,university.degree,may,140
31,admin.,married,university.degree,may,136
68,retired,married,university.degree,may,145
37,blue-collar,married,basic.9y,may,224
34,admin.,married,university.degree,may,95
29,management,married,university.degree,may,281
38,housemaid,married,university.degree,may,90
38,management,single,university.degree,may,123
20,student,single,high.school,may,297
32,admin.,single,university.degree,may,76
26,self-employed,single,university.degree,may,119
33,admin.,single,university.degree,may,200
25,admin.,single,university.degree,may,114
61,blue-collar,married,basic.4y,may,113
61,blue-collar,married,basic.4y,may,62
34,admin.,married,university.degree,may,1576
32,blue-collar,single,high.school,may,329
41,blue-collar,married,basic.9y,may,107
41,technician,married,professional.course,may,204
26,self-employed,married,university.degree,may,367
66,unknown,divorced,unknown,may,82
40,technician,single,university.degree,may,146
26,student,single,high.school,may,424
32,admin.,single,university.degree,may,412
32,admin.,single,university.degree,may,103
38,management,married,university.degree,may,165
26,self-employed,single,university.degree,may,161
52,admin.,married,university.degree,may,242
56,retired,married,university.degree,may,108
45,technician,married,professional.course,may,207
37,blue-collar,married,basic.9y,may,73
30,student,single,high.school,may,156
40,admin.,single,university.degree,may,112
26,self-employed,single,university.degree,may,78
43,admin.,single,university.degree,may,110
32,admin.,single,university.degree,may,183
26,student,single,high.school,may,223
61,blue-collar,married,basic.4y,may,74
35,blue-collar,single,basic.9y,may,123
35,unemployed,married,university.degree,may,76
24,technician,single,professional.course,may,311
32,services,married,high.school,may,628
88,retired,divorced,basic.4y,may,128
53,self-employed,married,university.degree,may,141
34,admin.,married,university.degree,may,89
47,admin.,married,high.school,may,99
35,admin.,single,high.school,may,236
34,admin.,married,university.degree,may,99
38,management,married,university.degree,may,187
32,technician,married,university.degree,may,186
36,technician,married,professional.course,may,86
48,technician,married,basic.6y,may,158
30,management,married,university.degree,may,162
24,management,single,university.degree,may,513
66,unknown,married,basic.4y,may,110
40,blue-collar,married,basic.4y,may,681
35,admin.,married,university.degree,may,322
35,admin.,married,high.school,may,210
27,technician,single,university.degree,may,568
37,entrepreneur,divorced,university.degree,may,294
24,student,single,unknown,may,558
23,student,single,high.school,may,77
22,student,single,basic.9y,may,85
26,student,single,high.school,may,93
24,management,single,university.degree,may,121
42,housemaid,married,high.school,may,95
32,admin.,married,university.degree,may,135
52,admin.,divorced,university.degree,may,414
35,admin.,married,high.school,may,60
53,technician,divorced,high.school,may,151
28,technician,single,university.degree,may,68
23,student,single,high.school,may,361
41,unemployed,married,university.degree,may,142
26,technician,single,university.degree,may,174
24,management,single,university.degree,may,45
37,entrepreneur,divorced,university.degree,may,95
45,admin.,divorced,professional.course,may,44
40,blue-collar,married,basic.4y,may,61
28,services,single,high.school,may,32
45,services,married,high.school,may,141
35,admin.,married,high.school,may,81
37,entrepreneur,divorced,university.degree,may,71
27,technician,single,university.degree,may,68
60,admin.,married,university.degree,jun,324
29,admin.,single,high.school,jun,295
32,technician,married,professional.course,jun,108
45,unemployed,married,basic.9y,jun,201
35,blue-collar,single,professional.course,jun,71
35,blue-collar,single,professional.course,jun,264
46,admin.,divorced,university.degree,jun,110
24,student,single,high.school,jun,190
53,admin.,divorced,high.school,jun,70
32,admin.,married,university.degree,jun,103
27,admin.,single,university.degree,jun,331
37,entrepreneur,married,basic.6y,jun,377
36,unemployed,single,university.degree,jun,205
36,technician,single,university.degree,jun,287
33,admin.,married,university.degree,jun,346
52,admin.,single,university.degree,jun,212
29,admin.,married,high.school,jun,263
36,technician,married,university.degree,jun,192
45,unemployed,married,basic.9y,jun,129
29,admin.,single,university.degree,jun,154
41,admin.,married,university.degree,jun,175
22,student,single,basic.6y,jun,814
58,admin.,married,university.degree,jun,65
25,technician,married,university.degree,jun,67
57,retired,married,professional.course,jun,166
52,admin.,single,university.degree,jun,327
28,admin.,single,university.degree,jun,69
28,admin.,single,university.degree,jun,353
47,management,married,university.degree,jun,210
31,services,married,basic.9y,jun,277
32,technician,married,professional.course,jun,210
41,technician,married,university.degree,jun,244
31,services,married,basic.9y,jun,84
31,services,married,basic.9y,jun,208
31,services,married,basic.9y,jun,326
36,technician,married,university.degree,jun,59
30,blue-collar,married,basic.9y,jun,285
57,admin.,married,university.degree,jun,161
39,admin.,married,university.degree,jun,165
27,admin.,married,university.degree,jun,459
59,retired,married,professional.course,jun,1460
32,technician,single,university.degree,jun,1048
57,blue-collar,divorced,basic.4y,jun,233
33,admin.,married,university.degree,jun,335
37,admin.,married,university.degree,jun,412
45,blue-collar,married,basic.9y,jun,177
24,student,single,university.degree,jun,223
65,retired,married,basic.9y,jun,579
33,services,single,high.school,jun,144
65,housemaid,married,basic.4y,jun,145
30,technician,single,basic.9y,jun,93
49,management,married,university.degree,jun,153
49,management,married,university.degree,jun,164
49,management,married,university.degree,jun,128
49,management,married,university.degree,jun,339
44,housemaid,married,university.degree,jun,223
34,admin.,single,university.degree,jun,62
34,admin.,single,university.degree,jun,151
24,blue-collar,single,basic.9y,jun,128
31,blue-collar,married,basic.9y,jun,388
55,admin.,married,high.school,jun,180
77,management,single,basic.9y,jun,84
38,blue-collar,divorced,university.degree,jun,87
30,admin.,married,university.degree,jun,194
36,management,married,university.degree,jun,192
27,admin.,married,university.degree,jun,761
43,admin.,married,high.school,jun,153
21,student,single,high.school,jun,202
36,admin.,married,university.degree,jun,174
33,unemployed,single,university.degree,jun,89
31,technician,married,unknown,jun,84
56,retired,divorced,university.degree,jun,164
27,technician,married,professional.course,jun,492
29,admin.,single,university.degree,jun,114
36,unemployed,married,university.degree,jun,450
49,management,married,university.degree,jun,215
45,unemployed,married,basic.9y,jun,232
36,self-employed,married,university.degree,jun,284
32,admin.,single,university.degree,jun,253
47,management,married,university.degree,jun,352
58,retired,divorced,professional.course,jun,470
28,student,single,high.school,jun,1144
49,management,married,university.degree,jun,336
37,services,single,high.school,jun,195
28,self-employed,single,university.degree,jun,373
34,blue-collar,married,high.school,jun,78
65,housemaid,married,basic.4y,jun,89
72,admin.,married,university.degree,jun,134
31,admin.,single,university.degree,jun,181
31,services,single,university.degree,jun,55
28,self-employed,single,university.degree,jun,187
55,retired,divorced,university.degree,jun,113
32,blue-collar,unknown,basic.9y,jun,314
39,admin.,married,university.degree,jun,206
43,admin.,married,high.school,jun,288
25,admin.,single,university.degree,jun,93
53,services,married,unknown,jun,327
26,technician,single,professional.course,jun,163
28,management,married,basic.6y,jun,111
52,unknown,married,professional.course,jun,149
37,technician,single,university.degree,jun,96
67,admin.,married,basic.4y,jun,466
21,management,single,university.degree,jun,106
26,technician,divorced,university.degree,jun,101
33,admin.,single,university.degree,jun,257
26,admin.,single,high.school,jun,479
26,technician,divorced,university.degree,jun,437
33,admin.,single,university.degree,jun,198
58,retired,divorced,high.school,jun,143
43,blue-collar,married,basic.9y,jun,395
40,admin.,single,high.school,jun,145
40,admin.,single,high.school,jun,154
27,student,single,basic.9y,jun,107
58,retired,divorced,high.school,jun,663
32,admin.,single,high.school,jun,350
35,services,married,high.school,jun,126
39,admin.,married,professional.course,jun,145
31,admin.,single,university.degree,jun,282
47,management,married,basic.9y,jun,118
48,technician,married,high.school,jun,115
59,retired,divorced,university.degree,jun,368
46,unemployed,married,basic.9y,jun,62
46,unemployed,married,basic.9y,jun,96
46,unemployed,married,basic.9y,jun,294
67,admin.,married,basic.4y,jun,177
33,admin.,married,university.degree,jun,64
33,admin.,married,university.degree,jun,690
32,services,single,professional.course,jun,297
32,admin.,married,university.degree,jun,384
32,admin.,married,university.degree,jun,596
37,technician,single,university.degree,jun,654
49,admin.,divorced,university.degree,jun,144
49,admin.,divorced,university.degree,jun,88
52,unknown,married,professional.course,jun,50
31,admin.,single,university.degree,jun,99
43,admin.,divorced,university.degree,jun,418
41,entrepreneur,married,high.school,jun,169
27,student,married,university.degree,jun,59
34,technician,married,university.degree,jun,195
31,blue-collar,single,basic.9y,jun,103
32,technician,single,high.school,jun,430
33,admin.,single,high.school,jun,167
52,services,divorced,basic.4y,jun,74
24,student,single,high.school,jun,253
24,student,single,high.school,jun,225
25,admin.,single,university.degree,jun,417
52,unknown,married,professional.course,jun,135
41,technician,married,professional.course,jun,160
32,services,married,high.school,jun,172
27,self-employed,single,professional.course,jun,162
34,services,married,high.school,jun,136
41,technician,single,university.degree,jun,270
34,services,single,high.school,jun,92
27,self-employed,single,university.degree,jun,271
46,unemployed,married,basic.9y,jun,200
47,management,married,basic.9y,jun,309
37,unemployed,unknown,university.degree,jun,100
26,admin.,single,university.degree,jun,271
29,unemployed,single,high.school,jun,189
79,retired,married,high.school,jun,61
79,retired,married,high.school,jun,163
33,admin.,single,high.school,jun,74
32,admin.,married,university.degree,jun,82
23,student,single,high.school,jun,108
43,admin.,married,university.degree,jun,91
43,admin.,married,university.degree,jun,310
32,admin.,married,university.degree,jun,712
32,admin.,married,university.degree,jun,74
29,admin.,single,university.degree,jun,128
52,services,divorced,basic.4y,jun,80
29,admin.,single,university.degree,jun,392
27,services,single,professional.course,jun,392
32,admin.,single,university.degree,jun,369
31,management,married,university.degree,jun,217
30,unemployed,married,professional.course,jun,194
30,unemployed,married,professional.course,jun,495
38,admin.,divorced,high.school,jun,116
41,technician,married,professional.course,jun,318
33,management,single,university.degree,jun,73
28,admin.,single,high.school,jun,135
28,admin.,single,high.school,jun,359
34,technician,married,university.degree,jun,116
24,technician,single,professional.course,jun,211
59,admin.,married,unknown,jun,245
26,admin.,married,high.school,jun,142
35,admin.,married,high.school,jun,444
33,admin.,single,university.degree,jun,251
56,management,married,university.degree,jun,673
24,unknown,single,university.degree,jun,119
24,unknown,single,university.degree,jun,134
24,unknown,single,university.degree,jun,74
24,unknown,single,university.degree,jun,728
24,unknown,single,university.degree,jun,263
27,admin.,single,university.degree,jun,154
24,unknown,single,university.degree,jun,696
23,blue-collar,single,basic.9y,jun,159
41,technician,single,university.degree,jun,118
46,unemployed,married,basic.9y,jun,1210
31,admin.,single,university.degree,jun,210
23,student,single,high.school,jun,310
30,admin.,single,university.degree,jun,482
30,admin.,single,university.degree,jun,224
47,technician,divorced,high.school,jun,221
30,self-employed,single,university.degree,jun,147
44,admin.,single,university.degree,jun,924
44,admin.,divorced,university.degree,jun,130
33,admin.,single,high.school,jun,53
29,management,divorced,basic.9y,jun,72
28,technician,single,professional.course,jun,318
34,services,single,high.school,jun,306
33,housemaid,unknown,university.degree,jun,77
27,self-employed,single,university.degree,jun,112
37,admin.,married,university.degree,jun,80
37,admin.,married,high.school,jun,123
31,management,married,university.degree,jun,212
40,admin.,married,university.degree,jun,192
47,management,married,basic.9y,jun,181
34,admin.,single,university.degree,jun,96
47,management,married,basic.9y,jun,132
30,technician,single,professional.course,jun,76
